District,Region,Date,Total_Cloud_Cover
Jinja,Eastern,1985-03-31,0.77904844
Jinja,Eastern,1985-04-30,0.95110035
Jinja,Eastern,1985-05-31,0.87065816
Jinja,Eastern,1985-06-30,0.72406715
Jinja,Eastern,1985-07-31,0.8269505
Jinja,Eastern,1985-08-31,0.71224385
Jinja,Eastern,1985-09-30,0.8752014
Jinja,Eastern,1985-10-31,0.85567564
Jinja,Eastern,1985-11-30,0.8550941
Jinja,Eastern,1985-12-31,0.8087014
Jinja,Eastern,1986-01-31,0.7171993
Jinja,Eastern,1986-02-28,0.7543281
Jinja,Eastern,1986-03-31,0.8117104
Jinja,Eastern,1986-04-30,0.93061185
Jinja,Eastern,1986-05-31,0.88211274
Jinja,Eastern,1986-06-30,0.8592781
Jinja,Eastern,1986-07-31,0.70444983
Jinja,Eastern,1986-08-31,0.74762243
Jinja,Eastern,1986-09-30,0.80670387
Jinja,Eastern,1986-10-31,0.85358924
Jinja,Eastern,1986-11-30,0.90030634
Jinja,Eastern,1986-12-31,0.77358484
Jinja,Eastern,1987-01-31,0.6938137
Jinja,Eastern,1987-02-28,0.7221622
Jinja,Eastern,1987-03-31,0.8789204
Jinja,Eastern,1987-04-30,0.8665197
Jinja,Eastern,1987-05-31,0.92379826
Jinja,Eastern,1987-06-30,0.7633448
Jinja,Eastern,1987-07-31,0.5940547
Jinja,Eastern,1987-08-31,0.7117122
Jinja,Eastern,1987-09-30,0.78654647
Jinja,Eastern,1987-10-31,0.8108322
Jinja,Eastern,1987-11-30,0.8259552
Jinja,Eastern,1987-12-31,0.5096978
Jinja,Eastern,1988-01-31,0.76326054
Jinja,Eastern,1988-02-29,0.69630176
Jinja,Eastern,1988-03-31,0.7803064
Jinja,Eastern,1988-04-30,0.8985672
Jinja,Eastern,1988-05-31,0.7432197
Jinja,Eastern,1988-06-30,0.64332986
Jinja,Eastern,1988-07-31,0.7603989
Jinja,Eastern,1988-08-31,0.8070431
Jinja,Eastern,1988-09-30,0.8713646
Jinja,Eastern,1988-10-31,0.8315487
Jinja,Eastern,1988-11-30,0.88020664
Jinja,Eastern,1988-12-31,0.7171583
Jinja,Eastern,1989-01-31,0.72746325
Jinja,Eastern,1989-02-28,0.68750864
Jinja,Eastern,1989-03-31,0.8330375
Jinja,Eastern,1989-04-30,0.84936196
Jinja,Eastern,1989-05-31,0.872553
Jinja,Eastern,1989-06-30,0.71368814
Jinja,Eastern,1989-07-31,0.7022518
Jinja,Eastern,1989-08-31,0.67845076
Jinja,Eastern,1989-09-30,0.6797053
Jinja,Eastern,1989-10-31,0.8705299
Jinja,Eastern,1989-11-30,0.88533056
Jinja,Eastern,1989-12-31,0.8668799
Jinja,Eastern,1990-01-31,0.60369474
Jinja,Eastern,1990-02-28,0.94774693
Jinja,Eastern,1990-03-31,0.95336366
Jinja,Eastern,1990-04-30,0.9189578
Jinja,Eastern,1990-05-31,0.90642244
Jinja,Eastern,1990-06-30,0.66104966
Jinja,Eastern,1990-07-31,0.6635691
Jinja,Eastern,1990-08-31,0.7644958
Jinja,Eastern,1990-09-30,0.7856003
Jinja,Eastern,1990-10-31,0.8572954
Jinja,Eastern,1990-11-30,0.8756634
Jinja,Eastern,1990-12-31,0.7516834
Jinja,Eastern,1991-01-31,0.7330523
Jinja,Eastern,1991-02-28,0.57392454
Jinja,Eastern,1991-03-31,0.73418206
Jinja,Eastern,1991-04-30,0.92990077
Jinja,Eastern,1991-05-31,0.90510446
Jinja,Eastern,1991-06-30,0.8450421
Jinja,Eastern,1991-07-31,0.7297455
Jinja,Eastern,1991-08-31,0.7507621
Jinja,Eastern,1991-09-30,0.7537167
Jinja,Eastern,1991-10-31,0.8114788
Jinja,Eastern,1991-11-30,0.89659697
Jinja,Eastern,1991-12-31,0.7426089
Jinja,Eastern,1992-01-31,0.6854838
Jinja,Eastern,1992-02-29,0.6419158
Jinja,Eastern,1992-03-31,0.6924053
Jinja,Eastern,1992-04-30,0.85984546
Jinja,Eastern,1992-05-31,0.8467337
Jinja,Eastern,1992-06-30,0.8469236
Jinja,Eastern,1992-07-31,0.84734696
Jinja,Eastern,1992-08-31,0.7322006
Jinja,Eastern,1992-09-30,0.77658486
Jinja,Eastern,1992-10-31,0.89221454
Jinja,Eastern,1992-11-30,0.8375686
Jinja,Eastern,1992-12-31,0.8649057
Jinja,Eastern,1993-01-31,0.7025704
Jinja,Eastern,1993-02-28,0.76707983
Jinja,Eastern,1993-03-31,0.68608505
Jinja,Eastern,1993-04-30,0.86813337
Jinja,Eastern,1993-05-31,0.8825211
Jinja,Eastern,1993-06-30,0.75306034
Jinja,Eastern,1993-07-31,0.63721675
Jinja,Eastern,1993-08-31,0.7566395
Jinja,Eastern,1993-09-30,0.6910736
Jinja,Eastern,1993-10-31,0.8616662
Jinja,Eastern,1993-11-30,0.85668284
Jinja,Eastern,1993-12-31,0.73517305
Jinja,Eastern,1994-01-31,0.5689957
Jinja,Eastern,1994-02-28,0.65420413
Jinja,Eastern,1994-03-31,0.7815879
Jinja,Eastern,1994-04-30,0.84519076
Jinja,Eastern,1994-05-31,0.84203494
Jinja,Eastern,1994-06-30,0.85016567
Jinja,Eastern,1994-07-31,0.8591479
Jinja,Eastern,1994-08-31,0.7190942
Jinja,Eastern,1994-09-30,0.7595863
Jinja,Eastern,1994-10-31,0.87958074
Jinja,Eastern,1994-11-30,0.9078335
Jinja,Eastern,1994-12-31,0.7292285
Jinja,Eastern,1995-01-31,0.6447978
Jinja,Eastern,1995-02-28,0.7636214
Jinja,Eastern,1995-03-31,0.77686024
Jinja,Eastern,1995-04-30,0.8849899
Jinja,Eastern,1995-05-31,0.79599804
Jinja,Eastern,1995-06-30,0.7268899
Jinja,Eastern,1995-07-31,0.7209055
Jinja,Eastern,1995-08-31,0.56393015
Jinja,Eastern,1995-09-30,0.73429906
Jinja,Eastern,1995-10-31,0.8847288
Jinja,Eastern,1995-11-30,0.8420394
Jinja,Eastern,1995-12-31,0.73801315
Jinja,Eastern,1996-01-31,0.6398742
Jinja,Eastern,1996-02-29,0.63065875
Jinja,Eastern,1996-03-31,0.82044154
Jinja,Eastern,1996-04-30,0.8185891
Jinja,Eastern,1996-05-31,0.8923868
Jinja,Eastern,1996-06-30,0.7518888
Jinja,Eastern,1996-07-31,0.7472938
Jinja,Eastern,1996-08-31,0.7197616
Jinja,Eastern,1996-09-30,0.7865022
Jinja,Eastern,1996-10-31,0.82860243
Jinja,Eastern,1996-11-30,0.90921485
Jinja,Eastern,1996-12-31,0.6323604
Jinja,Eastern,1997-01-31,0.74801356
Jinja,Eastern,1997-02-28,0.38928837
Jinja,Eastern,1997-03-31,0.7207646
Jinja,Eastern,1997-04-30,0.92419475
Jinja,Eastern,1997-05-31,0.6411375
Jinja,Eastern,1997-06-30,0.61188394
Jinja,Eastern,1997-07-31,0.643793
Jinja,Eastern,1997-08-31,0.68220073
Jinja,Eastern,1997-09-30,0.5873277
Jinja,Eastern,1997-10-31,0.860457
Jinja,Eastern,1997-11-30,0.9251745
Jinja,Eastern,1997-12-31,0.8358353
Jinja,Eastern,1998-01-31,0.83962727
Jinja,Eastern,1998-02-28,0.70221454
Jinja,Eastern,1998-03-31,0.6364119
Jinja,Eastern,1998-04-30,0.81333005
Jinja,Eastern,1998-05-31,0.7356779
Jinja,Eastern,1998-06-30,0.7506622
Jinja,Eastern,1998-07-31,0.73688596
Jinja,Eastern,1998-08-31,0.611307
Jinja,Eastern,1998-09-30,0.68761766
Jinja,Eastern,1998-10-31,0.8838788
Jinja,Eastern,1998-11-30,0.81590325
Jinja,Eastern,1998-12-31,0.5406409
Jinja,Eastern,1999-01-31,0.66989857
Jinja,Eastern,1999-02-28,0.5147744
Jinja,Eastern,1999-03-31,0.83122563
Jinja,Eastern,1999-04-30,0.88558215
Jinja,Eastern,1999-05-31,0.8207448
Jinja,Eastern,1999-06-30,0.7797043
Jinja,Eastern,1999-07-31,0.8288274
Jinja,Eastern,1999-08-31,0.79100215
Jinja,Eastern,1999-09-30,0.7141175
Jinja,Eastern,1999-10-31,0.851615
Jinja,Eastern,1999-11-30,0.8151064
Jinja,Eastern,1999-12-31,0.786143
Jinja,Eastern,2000-01-31,0.4504631
Jinja,Eastern,2000-02-29,0.444921
Jinja,Eastern,2000-03-31,0.6598143
Jinja,Eastern,2000-04-30,0.90572035
Jinja,Eastern,2000-05-31,0.7752177
Jinja,Eastern,2000-06-30,0.6873546
Jinja,Eastern,2000-07-31,0.816653
Jinja,Eastern,2000-08-31,0.68017626
Jinja,Eastern,2000-09-30,0.7669874
Jinja,Eastern,2000-10-31,0.8593184
Jinja,Eastern,2000-11-30,0.841
Jinja,Eastern,2000-12-31,0.7043981
Jinja,Eastern,2001-01-31,0.7264483
Jinja,Eastern,2001-02-28,0.5991291
Jinja,Eastern,2001-03-31,0.7350328
Jinja,Eastern,2001-04-30,0.83417934
Jinja,Eastern,2001-05-31,0.786468
Jinja,Eastern,2001-06-30,0.8308722
Jinja,Eastern,2001-07-31,0.7037129
Jinja,Eastern,2001-08-31,0.77431446
Jinja,Eastern,2001-09-30,0.80593395
Jinja,Eastern,2001-10-31,0.8598818
Jinja,Eastern,2001-11-30,0.88307106
Jinja,Eastern,2001-12-31,0.77903914
Jinja,Eastern,2002-01-31,0.781053
Jinja,Eastern,2002-02-28,0.5514125
Jinja,Eastern,2002-03-31,0.81322676
Jinja,Eastern,2002-04-30,0.8483321
Jinja,Eastern,2002-05-31,0.7581564
Jinja,Eastern,2002-06-30,0.65164495
Jinja,Eastern,2002-07-31,0.58886516
Jinja,Eastern,2002-08-31,0.7409612
Jinja,Eastern,2002-09-30,0.62541366
Jinja,Eastern,2002-10-31,0.8808164
Jinja,Eastern,2002-11-30,0.79007536
Jinja,Eastern,2002-12-31,0.7971403
Jinja,Eastern,2003-01-31,0.5637459
Jinja,Eastern,2003-02-28,0.47932625
Jinja,Eastern,2003-03-31,0.63218987
Jinja,Eastern,2003-04-30,0.8068341
Jinja,Eastern,2003-05-31,0.7639546
Jinja,Eastern,2003-06-30,0.7621226
Jinja,Eastern,2003-07-31,0.6921458
Jinja,Eastern,2003-08-31,0.69936216
Jinja,Eastern,2003-09-30,0.7058885
Jinja,Eastern,2003-10-31,0.7710554
Jinja,Eastern,2003-11-30,0.8713566
Jinja,Eastern,2003-12-31,0.6003141
Jinja,Eastern,2004-01-31,0.7365311
Jinja,Eastern,2004-02-29,0.690138
Jinja,Eastern,2004-03-31,0.7557217
Jinja,Eastern,2004-04-30,0.904815
Jinja,Eastern,2004-05-31,0.71911275
Jinja,Eastern,2004-06-30,0.7108292
Jinja,Eastern,2004-07-31,0.7247123
Jinja,Eastern,2004-08-31,0.69151074
Jinja,Eastern,2004-09-30,0.7400591
Jinja,Eastern,2004-10-31,0.78268516
Jinja,Eastern,2004-11-30,0.8404902
Jinja,Eastern,2004-12-31,0.76716053
Jinja,Eastern,2005-01-31,0.563123
Jinja,Eastern,2005-02-28,0.5870081
Jinja,Eastern,2005-03-31,0.75151753
Jinja,Eastern,2005-04-30,0.8281392
Jinja,Eastern,2005-05-31,0.8923146
Jinja,Eastern,2005-06-30,0.72951543
Jinja,Eastern,2005-07-31,0.6625502
Jinja,Eastern,2005-08-31,0.75056225
Jinja,Eastern,2005-09-30,0.76856077
Jinja,Eastern,2005-10-31,0.83496785
Jinja,Eastern,2005-11-30,0.81413335
Jinja,Eastern,2005-12-31,0.59221417
Jinja,Eastern,2006-01-31,0.4810886
Jinja,Eastern,2006-02-28,0.6291526
Jinja,Eastern,2006-03-31,0.80287516
Jinja,Eastern,2006-04-30,0.9140559
Jinja,Eastern,2006-05-31,0.88602537
Jinja,Eastern,2006-06-30,0.7811396
Jinja,Eastern,2006-07-31,0.7436222
Jinja,Eastern,2006-08-31,0.6869172
Jinja,Eastern,2006-09-30,0.7522619
Jinja,Eastern,2006-10-31,0.7339302
Jinja,Eastern,2006-11-30,0.89070255
Jinja,Eastern,2006-12-31,0.81639117
Jinja,Eastern,2007-01-31,0.68310666
Jinja,Eastern,2007-02-28,0.7697449
Jinja,Eastern,2007-03-31,0.6229533
Jinja,Eastern,2007-04-30,0.78919846
Jinja,Eastern,2007-05-31,0.7646868
Jinja,Eastern,2007-06-30,0.7462504
Jinja,Eastern,2007-07-31,0.7367803
Jinja,Eastern,2007-08-31,0.7713691
Jinja,Eastern,2007-09-30,0.7870907
Jinja,Eastern,2007-10-31,0.8004514
Jinja,Eastern,2007-11-30,0.76915675
Jinja,Eastern,2007-12-31,0.5774979
Jinja,Eastern,2008-01-31,0.7274964
Jinja,Eastern,2008-02-29,0.7793665
Jinja,Eastern,2008-03-31,0.7285939
Jinja,Eastern,2008-04-30,0.8172168
Jinja,Eastern,2008-05-31,0.74685127
Jinja,Eastern,2008-06-30,0.79106057
Jinja,Eastern,2008-07-31,0.8039976
Jinja,Eastern,2008-08-31,0.80394375
Jinja,Eastern,2008-09-30,0.7210063
Jinja,Eastern,2008-10-31,0.8029367
Jinja,Eastern,2008-11-30,0.78526783
Jinja,Eastern,2008-12-31,0.6719326
Jinja,Eastern,2009-01-31,0.5670511
Jinja,Eastern,2009-02-28,0.5676248
Jinja,Eastern,2009-03-31,0.6121167
Jinja,Eastern,2009-04-30,0.85875684
Jinja,Eastern,2009-05-31,0.83672917
Jinja,Eastern,2009-06-30,0.58752906
Jinja,Eastern,2009-07-31,0.6640703
Jinja,Eastern,2009-08-31,0.61865616
Jinja,Eastern,2009-09-30,0.7528297
Jinja,Eastern,2009-10-31,0.87009996
Jinja,Eastern,2009-11-30,0.7375093
Jinja,Eastern,2009-12-31,0.7983392
Jinja,Eastern,2010-01-31,0.5642041
Jinja,Eastern,2010-02-28,0.7625871
Jinja,Eastern,2010-03-31,0.7835327
Jinja,Eastern,2010-04-30,0.90892714
Jinja,Eastern,2010-05-31,0.8194535
Jinja,Eastern,2010-06-30,0.720093
Jinja,Eastern,2010-07-31,0.690397
Jinja,Eastern,2010-08-31,0.7295424
Jinja,Eastern,2010-09-30,0.7559094
Jinja,Eastern,2010-10-31,0.823654
Jinja,Eastern,2010-11-30,0.7792692
Jinja,Eastern,2010-12-31,0.6720119
Jinja,Eastern,2011-01-31,0.62889117
Jinja,Eastern,2011-02-28,0.5494999
Jinja,Eastern,2011-03-31,0.71256065
Jinja,Eastern,2011-04-30,0.77640533
Jinja,Eastern,2011-05-31,0.82832223
Jinja,Eastern,2011-06-30,0.7851015
Jinja,Eastern,2011-07-31,0.6532574
Jinja,Eastern,2011-08-31,0.80755305
Jinja,Eastern,2011-09-30,0.87390816
Jinja,Eastern,2011-10-31,0.8408818
Jinja,Eastern,2011-11-30,0.85412383
Jinja,Eastern,2011-12-31,0.6544457
Jinja,Eastern,2012-01-31,0.5730354
Jinja,Eastern,2012-02-29,0.6360999
Jinja,Eastern,2012-03-31,0.5809074
Jinja,Eastern,2012-04-30,0.9122784
Jinja,Eastern,2012-05-31,0.8316892
Jinja,Eastern,2012-06-30,0.853398
Jinja,Eastern,2012-07-31,0.7725187
Jinja,Eastern,2012-08-31,0.7732816
Jinja,Eastern,2012-09-30,0.76734847
Jinja,Eastern,2012-10-31,0.8494548
Jinja,Eastern,2012-11-30,0.8370892
Jinja,Eastern,2012-12-31,0.7499481
Jinja,Eastern,2013-01-31,0.642378
Jinja,Eastern,2013-02-28,0.6445123
Jinja,Eastern,2013-03-31,0.82628393
Jinja,Eastern,2013-04-30,0.8979553
Jinja,Eastern,2013-05-31,0.6987567
Jinja,Eastern,2013-06-30,0.70073575
Jinja,Eastern,2013-07-31,0.7181534
Jinja,Eastern,2013-08-31,0.70640016
Jinja,Eastern,2013-09-30,0.696158
Jinja,Eastern,2013-10-31,0.81613266
Jinja,Eastern,2013-11-30,0.77835023
Jinja,Eastern,2013-12-31,0.62800103
Jinja,Eastern,2014-01-31,0.5883857
Jinja,Eastern,2014-02-28,0.753794
Jinja,Eastern,2014-03-31,0.7188786
Jinja,Eastern,2014-04-30,0.77685803
Jinja,Eastern,2014-05-31,0.72441924
Jinja,Eastern,2014-06-30,0.6373987
Jinja,Eastern,2014-07-31,0.6079075
Jinja,Eastern,2014-08-31,0.7663625
Jinja,Eastern,2014-09-30,0.7144348
Jinja,Eastern,2014-10-31,0.71895146
Jinja,Eastern,2014-11-30,0.8093782
Jinja,Eastern,2014-12-31,0.59906167
Jinja,Eastern,2015-01-31,0.44287807
Jinja,Eastern,2015-02-28,0.6189939
Jinja,Eastern,2015-03-31,0.63252336
Jinja,Eastern,2015-04-30,0.8787269
Jinja,Eastern,2015-05-31,0.7266649
Jinja,Eastern,2015-06-30,0.72494805
Jinja,Eastern,2015-07-31,0.6993834
Jinja,Eastern,2015-08-31,0.48945147
Jinja,Eastern,2015-09-30,0.6765821
Jinja,Eastern,2015-10-31,0.85938346
Jinja,Eastern,2015-11-30,0.8789276
Jinja,Eastern,2015-12-31,0.73604345
Jinja,Eastern,2016-01-31,0.70362085
Jinja,Eastern,2016-02-29,0.5585345
Jinja,Eastern,2016-03-31,0.56330043
Jinja,Eastern,2016-04-30,0.9129111
Jinja,Eastern,2016-05-31,0.716653
Jinja,Eastern,2016-06-30,0.6470848
Jinja,Eastern,2016-07-31,0.656985
Jinja,Eastern,2016-08-31,0.5519424
Jinja,Eastern,2016-09-30,0.5804502
Jinja,Eastern,2016-10-31,0.69373256
Jinja,Eastern,2016-11-30,0.7931131
Jinja,Eastern,2016-12-31,0.5151361
Jinja,Eastern,2017-01-31,0.47421432
Jinja,Eastern,2017-02-28,0.56185997
Jinja,Eastern,2017-03-31,0.67971003
Jinja,Eastern,2017-04-30,0.7655318
Jinja,Eastern,2017-05-31,0.6786771
Jinja,Eastern,2017-06-30,0.6789509
Jinja,Eastern,2017-07-31,0.6981402
Jinja,Eastern,2017-08-31,0.6479773
Jinja,Eastern,2017-09-30,0.7441548
Jinja,Eastern,2017-10-31,0.7291757
Jinja,Eastern,2017-11-30,0.7268859
Jinja,Eastern,2017-12-31,0.52725977
Jinja,Eastern,2018-01-31,0.5442899
Jinja,Eastern,2018-02-28,0.62196624
Jinja,Eastern,2018-03-31,0.8313243
Jinja,Eastern,2018-04-30,0.95664823
Jinja,Eastern,2018-05-31,0.8108159
Jinja,Eastern,2018-06-30,0.74760836
Jinja,Eastern,2018-07-31,0.5973843
Jinja,Eastern,2018-08-31,0.66724247
Jinja,Eastern,2018-09-30,0.68640274
Jinja,Eastern,2018-10-31,0.7626556
Jinja,Eastern,2018-11-30,0.8024585
Jinja,Eastern,2018-12-31,0.6808554
Jinja,Eastern,2019-01-31,0.5806846
Jinja,Eastern,2019-02-28,0.5596303
Jinja,Eastern,2019-03-31,0.52182937
Jinja,Eastern,2019-04-30,0.77590436
Jinja,Eastern,2019-05-31,0.83550507
Jinja,Eastern,2019-06-30,0.7506668
Jinja,Eastern,2019-07-31,0.77665627
Jinja,Eastern,2019-08-31,0.6526774
Jinja,Eastern,2019-09-30,0.73347354
Jinja,Eastern,2019-10-31,0.8999368
Jinja,Eastern,2019-11-30,0.84246504
Jinja,Eastern,2019-12-31,0.7701902
Jinja,Eastern,2020-01-31,0.6987747
Jinja,Eastern,2020-02-29,0.70635414
Jinja,Eastern,2020-03-31,0.85070103
Jinja,Eastern,2020-04-30,0.7987832
Jinja,Eastern,2020-05-31,0.7037439
Jinja,Eastern,2020-06-30,0.71413517
Jinja,Eastern,2020-07-31,0.74389565
Jinja,Eastern,2020-08-31,0.7698937
Jinja,Eastern,2020-09-30,0.70000273
Jinja,Eastern,2020-10-31,0.7935545
Jinja,Eastern,2020-11-30,0.7588218
Jinja,Eastern,2020-12-31,0.58838487
Jinja,Eastern,2021-01-31,0.6511716
Jinja,Eastern,2021-02-28,0.772206
Jinja,Eastern,2021-03-31,0.68653226
Jinja,Eastern,2021-04-30,0.8122812
Jinja,Eastern,2021-05-31,0.7017949
Jinja,Eastern,2021-06-30,0.58784497
Jinja,Eastern,2021-07-31,0.71251965
Jinja,Eastern,2021-08-31,0.63381886
Jinja,Eastern,2021-09-30,0.725037
Jinja,Eastern,2021-10-31,0.72362554
Jinja,Eastern,2021-11-30,0.7086915
Jinja,Eastern,2021-12-31,0.75383323
Jinja,Eastern,2022-01-31,0.72608453
Jinja,Eastern,2022-02-28,0.8261686
Jinja,Eastern,2022-03-31,0.59643507
Jinja,Eastern,2022-04-30,0.8288362
Jinja,Eastern,2022-05-31,0.75854945
Jinja,Eastern,2022-06-30,0.587094
Jinja,Eastern,2022-07-31,0.71960825
Jinja,Eastern,2022-08-31,0.7336983
Jinja,Eastern,2022-09-30,0.7375113
Jinja,Eastern,2022-10-31,0.65101284
Jinja,Eastern,2022-11-30,0.87033623
Jinja,Eastern,2022-12-31,0.7272949
Jinja,Eastern,2023-01-31,0.37686062
Jinja,Eastern,2023-02-28,0.45299867
Jinja,Eastern,2023-03-31,0.8027697
Jinja,Eastern,2023-04-30,0.829216
Jinja,Eastern,2023-05-31,0.5803198
Jinja,Eastern,2023-06-30,0.6951366
Jinja,Eastern,2023-07-31,0.55037177
Jinja,Eastern,2023-08-31,0.53518724
Jinja,Eastern,2023-09-30,0.7107922
Jinja,Eastern,2023-10-31,0.80162114
Jinja,Eastern,2023-11-30,0.8766405
Jinja,Eastern,2023-12-31,0.7472949
Jinja,Eastern,2024-01-31,0.76555544
Jinja,Eastern,2024-02-29,0.6638107
Jinja,Eastern,2024-03-31,0.5682387
Jinja,Eastern,2024-04-30,0.7897677
Jinja,Eastern,2024-05-31,0.631696
Jinja,Eastern,2024-06-30,0.56008
Jinja,Eastern,2024-07-31,0.7855425
Jinja,Eastern,2024-08-31,0.69027203
Jinja,Eastern,2024-09-30,0.6358871
Jinja,Eastern,2024-10-31,0.75784993
Jinja,Eastern,2024-11-30,0.78529745
Jinja,Eastern,2024-12-31,0.5955879
Jinja,Eastern,2025-01-31,0.51350313
Jinja,Eastern,2025-02-28,0.486454
Jinja,Eastern,2025-03-31,0.74427223
Jinja,Eastern,2025-04-30,0.76003265
Jinja,Eastern,2025-05-31,0.7686983
Jinja,Eastern,2025-06-30,0.5709814
Jinja,Eastern,2025-07-31,0.6662001
Jinja,Eastern,2025-08-31,0.73329884
Jinja,Eastern,2025-09-30,0.6613554
Jinja,Eastern,2025-10-31,0.7610616
Jinja,Eastern,2025-11-30,0.7476947
Kaabong,Northern,1981-01-31,0.3230638
Kaabong,Northern,1981-02-28,0.40501794
Kaabong,Northern,1981-03-31,0.8020401
Kaabong,Northern,1981-04-30,0.7704252
Kaabong,Northern,1981-05-31,0.7032534
Kaabong,Northern,1981-06-30,0.50589657
Kaabong,Northern,1981-07-31,0.6308878
Kaabong,Northern,1981-08-31,0.6196606
Kaabong,Northern,1981-09-30,0.54446995
Kaabong,Northern,1981-10-31,0.5417059
Kaabong,Northern,1981-11-30,0.45680174
Kaabong,Northern,1981-12-31,0.39694634
Kaabong,Northern,1982-01-31,0.46008396
Kaabong,Northern,1982-02-28,0.48797077
Kaabong,Northern,1982-03-31,0.4771169
Kaabong,Northern,1982-04-30,0.8224632
Kaabong,Northern,1982-05-31,0.7514427
Kaabong,Northern,1982-06-30,0.49447164
Kaabong,Northern,1982-07-31,0.54766667
Kaabong,Northern,1982-08-31,0.59229434
Kaabong,Northern,1982-09-30,0.47900453
Kaabong,Northern,1982-10-31,0.6021912
Kaabong,Northern,1982-11-30,0.6698409
Kaabong,Northern,1982-12-31,0.39413062
Kaabong,Northern,1983-01-31,0.38516742
Kaabong,Northern,1983-02-28,0.5325519
Kaabong,Northern,1983-03-31,0.53297824
Kaabong,Northern,1983-04-30,0.64120543
Kaabong,Northern,1983-05-31,0.6334767
Kaabong,Northern,1983-06-30,0.51914334
Kaabong,Northern,1983-07-31,0.46676987
Kaabong,Northern,1983-08-31,0.6694436
Kaabong,Northern,1983-09-30,0.4864253
Kaabong,Northern,1983-10-31,0.7014659
Kaabong,Northern,1983-11-30,0.5214771
Kaabong,Northern,1983-12-31,0.44779053
Kaabong,Northern,1984-01-31,0.4497262
Kaabong,Northern,1984-02-29,0.2413387
Kaabong,Northern,1984-03-31,0.588919
Kaabong,Northern,1984-04-30,0.6503114
Kaabong,Northern,1984-05-31,0.49991482
Kaabong,Northern,1984-06-30,0.5379496
Kaabong,Northern,1984-07-31,0.5802808
Kaabong,Northern,1984-08-31,0.46468496
Kaabong,Northern,1984-09-30,0.57371885
Kaabong,Northern,1984-10-31,0.5250183
Kaabong,Northern,1984-11-30,0.6172246
Kaabong,Northern,1984-12-31,0.44171983
Kaabong,Northern,1985-01-31,0.42072996
Kaabong,Northern,1985-02-28,0.5826552
Kaabong,Northern,1985-03-31,0.618106
Kaabong,Northern,1985-04-30,0.8490757
Kaabong,Northern,1985-05-31,0.682084
Kaabong,Northern,1985-06-30,0.5800952
Kaabong,Northern,1985-07-31,0.65917116
Kaabong,Northern,1985-08-31,0.5667614
Kaabong,Northern,1985-09-30,0.44507924
Kaabong,Northern,1985-10-31,0.60051847
Kaabong,Northern,1985-11-30,0.5965931
Kaabong,Northern,1985-12-31,0.43093354
Kaabong,Northern,1986-01-31,0.38647074
Kaabong,Northern,1986-02-28,0.473102
Kaabong,Northern,1986-03-31,0.6187727
Kaabong,Northern,1986-04-30,0.8015378
Kaabong,Northern,1986-05-31,0.5946561
Kaabong,Northern,1986-06-30,0.7455242
Kaabong,Northern,1986-07-31,0.5934057
Kaabong,Northern,1986-08-31,0.43604055
Kaabong,Northern,1986-09-30,0.49339527
Kaabong,Northern,1986-10-31,0.61075974
Kaabong,Northern,1986-11-30,0.6186951
Kaabong,Northern,1986-12-31,0.4232722
Kaabong,Northern,1987-01-31,0.3585731
Kaabong,Northern,1987-02-28,0.54044914
Kaabong,Northern,1987-03-31,0.6564345
Kaabong,Northern,1987-04-30,0.6594129
Kaabong,Northern,1987-05-31,0.78682745
Kaabong,Northern,1987-06-30,0.57413673
Kaabong,Northern,1987-07-31,0.47203842
Kaabong,Northern,1987-08-31,0.532184
Kaabong,Northern,1987-09-30,0.51164657
Kaabong,Northern,1987-10-31,0.53423584
Kaabong,Northern,1987-11-30,0.45603165
Kaabong,Northern,1987-12-31,0.32757553
Kaabong,Northern,1988-01-31,0.524099
Kaabong,Northern,1988-02-29,0.51042414
Kaabong,Northern,1988-03-31,0.57683647
Kaabong,Northern,1988-04-30,0.7905797
Kaabong,Northern,1988-05-31,0.52321637
Kaabong,Northern,1988-06-30,0.480693
Kaabong,Northern,1988-07-31,0.70438
Kaabong,Northern,1988-08-31,0.5620486
Kaabong,Northern,1988-09-30,0.5965346
Kaabong,Northern,1988-10-31,0.629536
Kaabong,Northern,1988-11-30,0.5125268
Kaabong,Northern,1988-12-31,0.41931763
Kaabong,Northern,1989-01-31,0.44511023
Kaabong,Northern,1989-02-28,0.5061154
Kaabong,Northern,1989-03-31,0.71123654
Kaabong,Northern,1989-04-30,0.5793202
Kaabong,Northern,1989-05-31,0.66902214
Kaabong,Northern,1989-06-30,0.53161097
Kaabong,Northern,1989-07-31,0.6468617
Kaabong,Northern,1989-08-31,0.4156108
Kaabong,Northern,1989-09-30,0.43025404
Kaabong,Northern,1989-10-31,0.50794786
Kaabong,Northern,1989-11-30,0.5939234
Kaabong,Northern,1989-12-31,0.62546647
Kaabong,Northern,1990-01-31,0.36331198
Kaabong,Northern,1990-02-28,0.7986333
Kaabong,Northern,1990-03-31,0.767598
Kaabong,Northern,1990-04-30,0.79965335
Kaabong,Northern,1990-05-31,0.5721258
Kaabong,Northern,1990-06-30,0.45891947
Kaabong,Northern,1990-07-31,0.57119644
Kaabong,Northern,1990-08-31,0.56558573
Kaabong,Northern,1990-09-30,0.37839073
Kaabong,Northern,1990-10-31,0.56860137
Kaabong,Northern,1990-11-30,0.407346
Kaabong,Northern,1990-12-31,0.47760907
