District,Region,Date,Wind_U_Component
Budaka,Eastern,2014-06-30,-0.43972152
Budaka,Eastern,2014-07-31,-0.37727553
Budaka,Eastern,2014-08-31,-0.035166178
Budaka,Eastern,2014-09-30,-0.40869504
Budaka,Eastern,2014-10-31,-0.2273218
Budaka,Eastern,2014-11-30,-0.25054687
Budaka,Eastern,2014-12-31,-0.3684737
Budaka,Eastern,2015-01-31,-0.5609693
Budaka,Eastern,2015-02-28,-0.8174905
Budaka,Eastern,2015-03-31,-0.5256875
Budaka,Eastern,2015-04-30,-0.44036245
Budaka,Eastern,2015-05-31,-0.37938213
Budaka,Eastern,2015-06-30,-0.46221933
Budaka,Eastern,2015-07-31,-0.5613105
Budaka,Eastern,2015-08-31,-0.44327152
Budaka,Eastern,2015-09-30,-0.43491724
Budaka,Eastern,2015-10-31,-0.3122371
Budaka,Eastern,2015-11-30,-0.16725907
Budaka,Eastern,2015-12-31,-0.5680584
Budaka,Eastern,2016-01-31,-0.4308669
Budaka,Eastern,2016-02-29,-0.65958005
Budaka,Eastern,2016-03-31,-0.75182796
Budaka,Eastern,2016-04-30,-0.3413547
Budaka,Eastern,2016-05-31,-0.37572825
Budaka,Eastern,2016-06-30,-0.61869234
Budaka,Eastern,2016-07-31,-0.22054279
Budaka,Eastern,2016-08-31,-0.15210283
Budaka,Eastern,2016-09-30,-0.24249598
Budaka,Eastern,2016-10-31,-0.49311778
Budaka,Eastern,2016-11-30,-0.49875572
Budaka,Eastern,2016-12-31,-0.5852432
Budaka,Eastern,2017-01-31,-0.524532
Budaka,Eastern,2017-02-28,-0.54172987
Budaka,Eastern,2017-03-31,-0.59476185
Budaka,Eastern,2017-04-30,-0.4640234
Budaka,Eastern,2017-05-31,-0.31187198
Budaka,Eastern,2017-06-30,-0.49419555
Budaka,Eastern,2017-07-31,-0.12840614
Budaka,Eastern,2017-08-31,-0.13437703
Budaka,Eastern,2017-09-30,-0.03228692
Budaka,Eastern,2017-10-31,-0.21749203
Budaka,Eastern,2017-11-30,-0.34586346
Budaka,Eastern,2017-12-31,-0.62956524
Budaka,Eastern,2018-01-31,-0.40566123
Budaka,Eastern,2018-02-28,-0.27364132
Budaka,Eastern,2018-03-31,-0.38451415
Budaka,Eastern,2018-04-30,-0.17150955
Budaka,Eastern,2018-05-31,-0.11807177
Budaka,Eastern,2018-06-30,-0.40952912
Budaka,Eastern,2018-07-31,-0.46545017
Budaka,Eastern,2018-08-31,-0.28537384
Budaka,Eastern,2018-09-30,-0.5582244
Budaka,Eastern,2018-10-31,-0.40378955
Budaka,Eastern,2018-11-30,-0.48493272
Budaka,Eastern,2018-12-31,-0.4075945
Budaka,Eastern,2019-01-31,-0.5402955
Budaka,Eastern,2019-02-28,-0.43027192
Budaka,Eastern,2019-03-31,-0.66397315
Budaka,Eastern,2019-04-30,-0.51473796
Budaka,Eastern,2019-05-31,-0.31329453
Budaka,Eastern,2019-06-30,-0.25108284
Budaka,Eastern,2019-07-31,-0.27440593
Budaka,Eastern,2019-08-31,-0.19393137
Budaka,Eastern,2019-09-30,-0.20544675
Budaka,Eastern,2019-10-31,-0.12974659
Budaka,Eastern,2019-11-30,-0.36948436
Budaka,Eastern,2019-12-31,-0.26519194
Budaka,Eastern,2020-01-31,-0.539837
Budaka,Eastern,2020-02-29,-0.7385838
Budaka,Eastern,2020-03-31,-0.5318612
Budaka,Eastern,2020-04-30,-0.46877146
Budaka,Eastern,2020-05-31,-0.17519623
Budaka,Eastern,2020-06-30,-0.36598435
Budaka,Eastern,2020-07-31,-0.33602715
Budaka,Eastern,2020-08-31,-0.10614467
Budaka,Eastern,2020-09-30,-0.1888901
Budaka,Eastern,2020-10-31,-0.12924832
Budaka,Eastern,2020-11-30,-0.3160818
Budaka,Eastern,2020-12-31,-0.8405733
Budaka,Eastern,2021-01-31,-0.5592946
Budaka,Eastern,2021-02-28,-0.37274003
Budaka,Eastern,2021-03-31,-0.34654734
Budaka,Eastern,2021-04-30,-0.31170487
Budaka,Eastern,2021-05-31,-0.3265894
Budaka,Eastern,2021-06-30,-0.6063578
Budaka,Eastern,2021-07-31,-0.18217325
Budaka,Eastern,2021-08-31,-0.20078966
Budaka,Eastern,2021-09-30,-0.13957068
Budaka,Eastern,2021-10-31,-0.28941157
Budaka,Eastern,2021-11-30,-0.43034393
Budaka,Eastern,2021-12-31,-0.4745625
Budaka,Eastern,2022-01-31,-0.419998
Budaka,Eastern,2022-02-28,-0.3317438
Budaka,Eastern,2022-03-31,-0.4878069
Budaka,Eastern,2022-04-30,-0.2794823
Budaka,Eastern,2022-05-31,-0.33377022
Budaka,Eastern,2022-06-30,-0.53669155
Budaka,Eastern,2022-07-31,-0.21411008
Budaka,Eastern,2022-08-31,0.02031878
Budaka,Eastern,2022-09-30,-0.14214954
Budaka,Eastern,2022-10-31,-0.28526947
Budaka,Eastern,2022-11-30,-0.2339216
Budaka,Eastern,2022-12-31,-0.49489158
Budaka,Eastern,2023-01-31,-0.69611645
Budaka,Eastern,2023-02-28,-0.59052056
Budaka,Eastern,2023-03-31,-0.23279598
Budaka,Eastern,2023-04-30,-0.38282654
Budaka,Eastern,2023-05-31,-0.52595806
Budaka,Eastern,2023-06-30,-0.4820663
Budaka,Eastern,2023-07-31,-0.42429867
Budaka,Eastern,2023-08-31,-0.22938171
Budaka,Eastern,2023-09-30,-0.19464017
Budaka,Eastern,2023-10-31,-0.37289286
Budaka,Eastern,2023-11-30,-0.16375026
Budaka,Eastern,2023-12-31,-0.51076466
Budaka,Eastern,2024-01-31,-0.51223797
Budaka,Eastern,2024-02-29,-0.6343773
Budaka,Eastern,2024-03-31,-0.5521999
Budaka,Eastern,2024-04-30,-0.31587622
Budaka,Eastern,2024-05-31,-0.487207
Budaka,Eastern,2024-06-30,-0.5173448
Budaka,Eastern,2024-07-31,-0.18243943
Budaka,Eastern,2024-08-31,-0.025793055
Budaka,Eastern,2024-09-30,-0.2150575
Budaka,Eastern,2024-10-31,-0.28263932
Budaka,Eastern,2024-11-30,-0.3414148
Budaka,Eastern,2024-12-31,-0.73637176
Budaka,Eastern,2025-01-31,-0.63573784
Budaka,Eastern,2025-02-28,-0.7617805
Budaka,Eastern,2025-03-31,-0.58636934
Budaka,Eastern,2025-04-30,-0.47510827
Budaka,Eastern,2025-05-31,-0.37954426
Budaka,Eastern,2025-06-30,-0.60884136
Budaka,Eastern,2025-07-31,-0.35873595
Budaka,Eastern,2025-08-31,-0.15880175
Budaka,Eastern,2025-09-30,-0.093600206
Budaka,Eastern,2025-10-31,-0.05822957
Budaka,Eastern,2025-11-30,-0.4300943
Bugiri,Eastern,1981-01-31,0.036469635
Bugiri,Eastern,1981-02-28,-0.1001559
Bugiri,Eastern,1981-03-31,0.14921029
Bugiri,Eastern,1981-04-30,-0.123155124
Bugiri,Eastern,1981-05-31,-0.012126
Bugiri,Eastern,1981-06-30,-0.17224064
Bugiri,Eastern,1981-07-31,-0.06760507
Bugiri,Eastern,1981-08-31,0.047569007
Bugiri,Eastern,1981-09-30,0.096774
Bugiri,Eastern,1981-10-31,0.10353856
Bugiri,Eastern,1981-11-30,0.16286103
Bugiri,Eastern,1981-12-31,0.047629658
Bugiri,Eastern,1982-01-31,0.1773384
Bugiri,Eastern,1982-02-28,-0.13993514
Bugiri,Eastern,1982-03-31,0.15678331
Bugiri,Eastern,1982-04-30,-0.020343674
Bugiri,Eastern,1982-05-31,-0.023357125
Bugiri,Eastern,1982-06-30,-0.23282324
Bugiri,Eastern,1982-07-31,-0.29842302
Bugiri,Eastern,1982-08-31,-0.10368083
Bugiri,Eastern,1982-09-30,-0.052235562
Bugiri,Eastern,1982-10-31,0.161164
Bugiri,Eastern,1982-11-30,0.029600928
Bugiri,Eastern,1982-12-31,-0.13306955
Bugiri,Eastern,1983-01-31,-0.28114092
Bugiri,Eastern,1983-02-28,-0.14895464
Bugiri,Eastern,1983-03-31,0.1583636
Bugiri,Eastern,1983-04-30,0.121752635
Bugiri,Eastern,1983-05-31,0.10640128
Bugiri,Eastern,1983-06-30,-0.13498506
Bugiri,Eastern,1983-07-31,-0.030983381
Bugiri,Eastern,1983-08-31,-0.027460078
Bugiri,Eastern,1983-09-30,0.038638815
Bugiri,Eastern,1983-10-31,0.17782304
Bugiri,Eastern,1983-11-30,0.18368338
Bugiri,Eastern,1983-12-31,0.0041628447
Bugiri,Eastern,1984-01-31,-0.1326072
Bugiri,Eastern,1984-02-29,-0.13020973
Bugiri,Eastern,1984-03-31,0.24442127
Bugiri,Eastern,1984-04-30,0.08893545
Bugiri,Eastern,1984-05-31,0.094781384
Bugiri,Eastern,1984-06-30,-0.17173015
Bugiri,Eastern,1984-07-31,-0.21484277
Bugiri,Eastern,1984-08-31,-0.2442901
Bugiri,Eastern,1984-09-30,0.13564962
Bugiri,Eastern,1984-10-31,0.11476037
Bugiri,Eastern,1984-11-30,0.20067185
Bugiri,Eastern,1984-12-31,-0.009719869
Bugiri,Eastern,1985-01-31,0.02438997
Bugiri,Eastern,1985-02-28,-0.21877827
Bugiri,Eastern,1985-03-31,0.019605186
Bugiri,Eastern,1985-04-30,0.11209003
Bugiri,Eastern,1985-05-31,0.009971147
Bugiri,Eastern,1985-06-30,-0.19246057
Bugiri,Eastern,1985-07-31,-0.10692259
Bugiri,Eastern,1985-08-31,-0.1674185
Bugiri,Eastern,1985-09-30,-0.02887141
Bugiri,Eastern,1985-10-31,0.14711967
Bugiri,Eastern,1985-11-30,0.10086971
Bugiri,Eastern,1985-12-31,0.19272381
Bugiri,Eastern,1986-01-31,-0.04407932
Bugiri,Eastern,1986-02-28,0.13703969
Bugiri,Eastern,1986-03-31,0.1366959
Bugiri,Eastern,1986-04-30,0.08250285
Bugiri,Eastern,1986-05-31,-0.09424627
Bugiri,Eastern,1986-06-30,-0.014110438
Bugiri,Eastern,1986-07-31,-0.10334805
Bugiri,Eastern,1986-08-31,-0.09327134
Bugiri,Eastern,1986-09-30,0.0062206057
Bugiri,Eastern,1986-10-31,0.24736027
Bugiri,Eastern,1986-11-30,0.25696185
Bugiri,Eastern,1986-12-31,0.18165663
Bugiri,Eastern,1987-01-31,-0.06839483
Bugiri,Eastern,1987-02-28,0.052449614
Bugiri,Eastern,1987-03-31,0.10600888
Bugiri,Eastern,1987-04-30,0.11505932
Bugiri,Eastern,1987-05-31,-0.020064693
Bugiri,Eastern,1987-06-30,-0.12906401
Bugiri,Eastern,1987-07-31,-0.21462752
Bugiri,Eastern,1987-08-31,0.009071104
Bugiri,Eastern,1987-09-30,0.15024742
Bugiri,Eastern,1987-10-31,0.21117608
Bugiri,Eastern,1987-11-30,0.1919641
Bugiri,Eastern,1987-12-31,0.030054133
Bugiri,Eastern,1988-01-31,-0.05474595
Bugiri,Eastern,1988-02-29,0.05777061
Bugiri,Eastern,1988-03-31,0.15710603
Bugiri,Eastern,1988-04-30,-0.027921714
Bugiri,Eastern,1988-05-31,-0.053879134
Bugiri,Eastern,1988-06-30,-0.06362771
Bugiri,Eastern,1988-07-31,-0.051146947
Bugiri,Eastern,1988-08-31,-0.061622497
Bugiri,Eastern,1988-09-30,-0.021095224
Bugiri,Eastern,1988-10-31,0.28578496
Bugiri,Eastern,1988-11-30,0.1237655
Bugiri,Eastern,1988-12-31,0.0955207
Bugiri,Eastern,1989-01-31,-0.10758896
Bugiri,Eastern,1989-02-28,-0.17283385
Bugiri,Eastern,1989-03-31,-0.023004143
Bugiri,Eastern,1989-04-30,0.010727798
Bugiri,Eastern,1989-05-31,-0.035632122
Bugiri,Eastern,1989-06-30,-0.28660652
Bugiri,Eastern,1989-07-31,-0.14795676
Bugiri,Eastern,1989-08-31,-0.27913973
Bugiri,Eastern,1989-09-30,0.027340656
Bugiri,Eastern,1989-10-31,0.1965306
Bugiri,Eastern,1989-11-30,0.17880686
Bugiri,Eastern,1989-12-31,0.22726859
Bugiri,Eastern,1990-01-31,-0.1722307
Bugiri,Eastern,1990-02-28,0.08796778
Bugiri,Eastern,1990-03-31,0.053810265
Bugiri,Eastern,1990-04-30,-0.09495743
Bugiri,Eastern,1990-05-31,-0.08688338
Bugiri,Eastern,1990-06-30,-0.29576987
Bugiri,Eastern,1990-07-31,-0.013377918
Bugiri,Eastern,1990-08-31,-0.19900165
Bugiri,Eastern,1990-09-30,-0.010248163
Bugiri,Eastern,1990-10-31,0.11369775
Bugiri,Eastern,1990-11-30,0.107636094
Bugiri,Eastern,1990-12-31,0.14744774
Bugiri,Eastern,1991-01-31,0.06738669
Bugiri,Eastern,1991-02-28,-0.028620493
Bugiri,Eastern,1991-03-31,0.044170853
Bugiri,Eastern,1991-04-30,0.099156275
Bugiri,Eastern,1991-05-31,0.10801231
Bugiri,Eastern,1991-06-30,-0.11999953
Bugiri,Eastern,1991-07-31,-0.07618079
Bugiri,Eastern,1991-08-31,-0.07746434
Bugiri,Eastern,1991-09-30,-0.10826492
Bugiri,Eastern,1991-10-31,0.14925827
Bugiri,Eastern,1991-11-30,0.12662284
Bugiri,Eastern,1991-12-31,-0.124624826
Bugiri,Eastern,1992-01-31,0.032878015
Bugiri,Eastern,1992-02-29,-0.059483822
Bugiri,Eastern,1992-03-31,0.08892328
Bugiri,Eastern,1992-04-30,0.20215939
Bugiri,Eastern,1992-05-31,-0.10166527
Bugiri,Eastern,1992-06-30,-0.1640773
Bugiri,Eastern,1992-07-31,-0.04875717
Bugiri,Eastern,1992-08-31,0.10499423
Bugiri,Eastern,1992-09-30,0.09944072
Bugiri,Eastern,1992-10-31,0.1906895
Bugiri,Eastern,1992-11-30,0.19920097
Bugiri,Eastern,1992-12-31,0.09750604
Bugiri,Eastern,1993-01-31,-0.06400469
Bugiri,Eastern,1993-02-28,-0.013094448
Bugiri,Eastern,1993-03-31,0.035669595
Bugiri,Eastern,1993-04-30,0.24371153
Bugiri,Eastern,1993-05-31,-0.11749786
Bugiri,Eastern,1993-06-30,-0.17939463
Bugiri,Eastern,1993-07-31,-0.006764422
Bugiri,Eastern,1993-08-31,-0.047935672
Bugiri,Eastern,1993-09-30,0.05718723
Bugiri,Eastern,1993-10-31,0.3545768
Bugiri,Eastern,1993-11-30,0.13743702
Bugiri,Eastern,1993-12-31,0.21023539
Bugiri,Eastern,1994-01-31,0.060166635
Bugiri,Eastern,1994-02-28,0.020052683
Bugiri,Eastern,1994-03-31,0.009942239
Bugiri,Eastern,1994-04-30,-0.017906444
Bugiri,Eastern,1994-05-31,-0.06515711
Bugiri,Eastern,1994-06-30,-0.2217107
Bugiri,Eastern,1994-07-31,-0.1573295
Bugiri,Eastern,1994-08-31,-0.14091797
Bugiri,Eastern,1994-09-30,0.12519029
Bugiri,Eastern,1994-10-31,0.34953767
Bugiri,Eastern,1994-11-30,0.197869
Bugiri,Eastern,1994-12-31,0.213125
Bugiri,Eastern,1995-01-31,-0.0917302
Bugiri,Eastern,1995-02-28,0.042655695
Bugiri,Eastern,1995-03-31,-0.0052865758
Bugiri,Eastern,1995-04-30,0.19253418
Bugiri,Eastern,1995-05-31,0.010509414
Bugiri,Eastern,1995-06-30,-0.19671737
Bugiri,Eastern,1995-07-31,-0.110302344
Bugiri,Eastern,1995-08-31,-0.074251875
Bugiri,Eastern,1995-09-30,0.14173679
Bugiri,Eastern,1995-10-31,0.27330056
Bugiri,Eastern,1995-11-30,0.1824024
Bugiri,Eastern,1995-12-31,0.033997443
Bugiri,Eastern,1996-01-31,0.013541314
Bugiri,Eastern,1996-02-29,-0.06413953
Bugiri,Eastern,1996-03-31,0.14945252
Bugiri,Eastern,1996-04-30,0.13405327
Bugiri,Eastern,1996-05-31,0.086435646
Bugiri,Eastern,1996-06-30,-0.012608062
Bugiri,Eastern,1996-07-31,0.055883635
Bugiri,Eastern,1996-08-31,0.15605126
Bugiri,Eastern,1996-09-30,0.039088037
Bugiri,Eastern,1996-10-31,0.28026316
Bugiri,Eastern,1996-11-30,0.4114203
Bugiri,Eastern,1996-12-31,0.047074575
Bugiri,Eastern,1997-01-31,0.089437194
Bugiri,Eastern,1997-02-28,-0.095273085
Bugiri,Eastern,1997-03-31,0.25619373
Bugiri,Eastern,1997-04-30,0.19244404
Bugiri,Eastern,1997-05-31,0.015519465
Bugiri,Eastern,1997-06-30,-0.07038994
Bugiri,Eastern,1997-07-31,-0.068589956
Bugiri,Eastern,1997-08-31,-0.18483607
Bugiri,Eastern,1997-09-30,0.24659981
Bugiri,Eastern,1997-10-31,0.24710463
Bugiri,Eastern,1997-11-30,0.1993893
Bugiri,Eastern,1997-12-31,0.26254752
Bugiri,Eastern,1998-01-31,0.09408389
Bugiri,Eastern,1998-02-28,-0.19238515
Bugiri,Eastern,1998-03-31,0.24344108
Bugiri,Eastern,1998-04-30,0.1424533
Bugiri,Eastern,1998-05-31,-0.15287834
Bugiri,Eastern,1998-06-30,-0.3059481
Bugiri,Eastern,1998-07-31,-0.10803118
Bugiri,Eastern,1998-08-31,-0.020179
Bugiri,Eastern,1998-09-30,-0.056429207
Bugiri,Eastern,1998-10-31,0.18861617
Bugiri,Eastern,1998-11-30,0.0005446116
Bugiri,Eastern,1998-12-31,-0.07505452
Bugiri,Eastern,1999-01-31,-0.06987394
Bugiri,Eastern,1999-02-28,-0.24479884
Bugiri,Eastern,1999-03-31,-0.019986019
Bugiri,Eastern,1999-04-30,0.09377035
Bugiri,Eastern,1999-05-31,-0.030324424
Bugiri,Eastern,1999-06-30,-0.15271969
Bugiri,Eastern,1999-07-31,0.015468002
Bugiri,Eastern,1999-08-31,-0.10151882
Bugiri,Eastern,1999-09-30,0.0118216835
Bugiri,Eastern,1999-10-31,0.13564399
Bugiri,Eastern,1999-11-30,0.09626054
Bugiri,Eastern,1999-12-31,0.102007344
Bugiri,Eastern,2000-01-31,-0.043322194
Bugiri,Eastern,2000-02-29,0.04624757
Bugiri,Eastern,2000-03-31,0.10795083
Bugiri,Eastern,2000-04-30,0.13398847
Bugiri,Eastern,2000-05-31,-0.08820536
Bugiri,Eastern,2000-06-30,-0.003182835
Bugiri,Eastern,2000-07-31,0.059075385
Bugiri,Eastern,2000-08-31,0.13502248
Bugiri,Eastern,2000-09-30,0.08284433
Bugiri,Eastern,2000-10-31,0.09949151
Bugiri,Eastern,2000-11-30,0.14046603
Bugiri,Eastern,2000-12-31,-0.006482586
Bugiri,Eastern,2001-01-31,-0.19457413
Bugiri,Eastern,2001-02-28,-0.083335765
Bugiri,Eastern,2001-03-31,0.057496164
Bugiri,Eastern,2001-04-30,0.09852229
Bugiri,Eastern,2001-05-31,-0.06802147
Bugiri,Eastern,2001-06-30,-0.21820596
Bugiri,Eastern,2001-07-31,-0.150526
Bugiri,Eastern,2001-08-31,0.09088935
Bugiri,Eastern,2001-09-30,0.07992047
Bugiri,Eastern,2001-10-31,0.15128565
Bugiri,Eastern,2001-11-30,0.025435299
Bugiri,Eastern,2001-12-31,0.09933389
Bugiri,Eastern,2002-01-31,0.027563147
Bugiri,Eastern,2002-02-28,0.053921267
Bugiri,Eastern,2002-03-31,0.16141155
Bugiri,Eastern,2002-04-30,0.12843499
Bugiri,Eastern,2002-05-31,-0.25735503
Bugiri,Eastern,2002-06-30,-0.1424977
Bugiri,Eastern,2002-07-31,-0.049443338
Bugiri,Eastern,2002-08-31,-0.037740562
Bugiri,Eastern,2002-09-30,0.12378343
Bugiri,Eastern,2002-10-31,0.3427868
Bugiri,Eastern,2002-11-30,0.1690325
Bugiri,Eastern,2002-12-31,0.06296593
Bugiri,Eastern,2003-01-31,-0.18451978
Bugiri,Eastern,2003-02-28,-0.13757537
Bugiri,Eastern,2003-03-31,0.1869783
Bugiri,Eastern,2003-04-30,0.18694687
Bugiri,Eastern,2003-05-31,-0.031854875
Bugiri,Eastern,2003-06-30,-0.20832348
Bugiri,Eastern,2003-07-31,0.06981474
Bugiri,Eastern,2003-08-31,0.1342676
Bugiri,Eastern,2003-09-30,0.079675846
Bugiri,Eastern,2003-10-31,0.20458253
Bugiri,Eastern,2003-11-30,0.30799276
Bugiri,Eastern,2003-12-31,0.03733803
Bugiri,Eastern,2004-01-31,0.058828108
Bugiri,Eastern,2004-02-29,-0.024792815
Bugiri,Eastern,2004-03-31,0.12419403
Bugiri,Eastern,2004-04-30,0.18505546
Bugiri,Eastern,2004-05-31,-0.118082725
Bugiri,Eastern,2004-06-30,-0.0789307
Bugiri,Eastern,2004-07-31,0.088848464
Bugiri,Eastern,2004-08-31,0.17987143
Bugiri,Eastern,2004-09-30,0.084788494
Bugiri,Eastern,2004-10-31,0.21682616
Bugiri,Eastern,2004-11-30,0.15069911
Bugiri,Eastern,2004-12-31,0.010688577
Bugiri,Eastern,2005-01-31,-0.15709652
Bugiri,Eastern,2005-02-28,-0.17275664
Bugiri,Eastern,2005-03-31,0.08233893
Bugiri,Eastern,2005-04-30,0.09787778
Bugiri,Eastern,2005-05-31,-0.006957454
Bugiri,Eastern,2005-06-30,-0.18351197
Bugiri,Eastern,2005-07-31,0.02803624
Bugiri,Eastern,2005-08-31,0.01617606
Bugiri,Eastern,2005-09-30,0.105392605
Bugiri,Eastern,2005-10-31,0.24880797
Bugiri,Eastern,2005-11-30,0.1735464
Bugiri,Eastern,2005-12-31,0.09279241
Bugiri,Eastern,2006-01-31,-0.043863215
Bugiri,Eastern,2006-02-28,0.07225491
Bugiri,Eastern,2006-03-31,0.113957375
Bugiri,Eastern,2006-04-30,0.03721799
Bugiri,Eastern,2006-05-31,0.0909566
Bugiri,Eastern,2006-06-30,-0.040315818
Bugiri,Eastern,2006-07-31,-0.031229429
Bugiri,Eastern,2006-08-31,0.04965403
Bugiri,Eastern,2006-09-30,0.0454187
Bugiri,Eastern,2006-10-31,0.18035562
Bugiri,Eastern,2006-11-30,0.15475161
Bugiri,Eastern,2006-12-31,-0.10295584
Bugiri,Eastern,2007-01-31,-0.19729653
Bugiri,Eastern,2007-02-28,-0.12921853
Bugiri,Eastern,2007-03-31,-0.13206562
Bugiri,Eastern,2007-04-30,-0.005985578
Bugiri,Eastern,2007-05-31,0.05392421
Bugiri,Eastern,2007-06-30,-0.022046046
Bugiri,Eastern,2007-07-31,-0.15709426
Bugiri,Eastern,2007-08-31,-0.088841595
Bugiri,Eastern,2007-09-30,0.07617747
Bugiri,Eastern,2007-10-31,0.17877541
Bugiri,Eastern,2007-11-30,0.27228665
Bugiri,Eastern,2007-12-31,-0.0652474
Bugiri,Eastern,2008-01-31,0.14001863
Bugiri,Eastern,2008-02-29,-0.02040955
Bugiri,Eastern,2008-03-31,-0.033421855
Bugiri,Eastern,2008-04-30,0.2771438
Bugiri,Eastern,2008-05-31,0.035091914
Bugiri,Eastern,2008-06-30,-0.030342674
Bugiri,Eastern,2008-07-31,-0.09370326
Bugiri,Eastern,2008-08-31,-0.047254723
Bugiri,Eastern,2008-09-30,0.047849253
Bugiri,Eastern,2008-10-31,0.06287733
Bugiri,Eastern,2008-11-30,0.06514556
Bugiri,Eastern,2008-12-31,-0.05334247
Bugiri,Eastern,2009-01-31,-0.099866
Bugiri,Eastern,2009-02-28,0.18454418
Bugiri,Eastern,2009-03-31,0.25268131
Bugiri,Eastern,2009-04-30,0.19657335
Bugiri,Eastern,2009-05-31,-0.0479319
Bugiri,Eastern,2009-06-30,0.08835509
Bugiri,Eastern,2009-07-31,0.16185029
Bugiri,Eastern,2009-08-31,-0.02282036
Bugiri,Eastern,2009-09-30,0.057367515
Bugiri,Eastern,2009-10-31,0.18139529
Bugiri,Eastern,2009-11-30,0.17716366
Bugiri,Eastern,2009-12-31,0.114944085
Bugiri,Eastern,2010-01-31,-0.112084724
Bugiri,Eastern,2010-02-28,0.10095115
Bugiri,Eastern,2010-03-31,-0.072441675
Bugiri,Eastern,2010-04-30,-0.022338
Bugiri,Eastern,2010-05-31,0.022514917
Bugiri,Eastern,2010-06-30,-0.11190565
Bugiri,Eastern,2010-07-31,-0.1333642
Bugiri,Eastern,2010-08-31,0.074158475
Bugiri,Eastern,2010-09-30,-0.09322516
Bugiri,Eastern,2010-10-31,0.15010151
Bugiri,Eastern,2010-11-30,0.13161206
Bugiri,Eastern,2010-12-31,0.04374984
Bugiri,Eastern,2011-01-31,-0.10005649
Bugiri,Eastern,2011-02-28,-0.119997434
Bugiri,Eastern,2011-03-31,0.07289195
Bugiri,Eastern,2011-04-30,0.2530936
Bugiri,Eastern,2011-05-31,0.0078023174
Bugiri,Eastern,2011-06-30,-0.13437076
Bugiri,Eastern,2011-07-31,0.020459289
Bugiri,Eastern,2011-08-31,0.04708485
Bugiri,Eastern,2011-09-30,-0.008989482
Bugiri,Eastern,2011-10-31,0.22108194
Bugiri,Eastern,2011-11-30,0.070408925
Bugiri,Eastern,2011-12-31,-0.12593226
Bugiri,Eastern,2012-01-31,-0.1895105
Bugiri,Eastern,2012-02-29,-0.049437776
Bugiri,Eastern,2012-03-31,-0.030950315
Bugiri,Eastern,2012-04-30,-0.01331412
Bugiri,Eastern,2012-05-31,-0.119770914
Bugiri,Eastern,2012-06-30,-0.19162132
Bugiri,Eastern,2012-07-31,0.018776063
Bugiri,Eastern,2012-08-31,0.08542982
Bugiri,Eastern,2012-09-30,0.00040374332
Bugiri,Eastern,2012-10-31,0.028462296
Bugiri,Eastern,2012-11-30,0.03148295
Bugiri,Eastern,2012-12-31,-0.11708264
Bugiri,Eastern,2013-01-31,-0.20121601
Bugiri,Eastern,2013-02-28,-0.2630909
Bugiri,Eastern,2013-03-31,0.15422413
Bugiri,Eastern,2013-04-30,-0.16833003
Bugiri,Eastern,2013-05-31,-0.030965416
Bugiri,Eastern,2013-06-30,-0.18323988
Bugiri,Eastern,2013-07-31,0.12455207
Bugiri,Eastern,2013-08-31,-0.09519071
Bugiri,Eastern,2013-09-30,0.0906282
Bugiri,Eastern,2013-10-31,0.21162564
Bugiri,Eastern,2013-11-30,0.021692466
Bugiri,Eastern,2013-12-31,-0.20896684
Bugiri,Eastern,2014-01-31,-0.22701025
Bugiri,Eastern,2014-02-28,-0.061721824
Bugiri,Eastern,2014-03-31,0.026374653
Bugiri,Eastern,2014-04-30,0.1645686
Bugiri,Eastern,2014-05-31,-0.10645448
Bugiri,Eastern,2014-06-30,-0.17940661
Bugiri,Eastern,2014-07-31,0.16260846
Bugiri,Eastern,2014-08-31,0.01345456
Bugiri,Eastern,2014-09-30,0.010801124
Bugiri,Eastern,2014-10-31,0.14245541
Bugiri,Eastern,2014-11-30,-0.041462135
Bugiri,Eastern,2014-12-31,-0.14538305
Bugiri,Eastern,2015-01-31,0.052562743
Bugiri,Eastern,2015-02-28,-0.13479778
Bugiri,Eastern,2015-03-31,0.086863935
Bugiri,Eastern,2015-04-30,0.020116806
Bugiri,Eastern,2015-05-31,-0.19395205
Bugiri,Eastern,2015-06-30,-0.21085101
Bugiri,Eastern,2015-07-31,0.031932727
Bugiri,Eastern,2015-08-31,0.004008529
Bugiri,Eastern,2015-09-30,0.14122486
Bugiri,Eastern,2015-10-31,0.3529385
Bugiri,Eastern,2015-11-30,0.1347049
Bugiri,Eastern,2015-12-31,-0.07293075
Bugiri,Eastern,2016-01-31,-0.112939425
Bugiri,Eastern,2016-02-29,-0.10704492
Bugiri,Eastern,2016-03-31,0.122227035
Bugiri,Eastern,2016-04-30,0.13965115
Bugiri,Eastern,2016-05-31,-0.15684432
Bugiri,Eastern,2016-06-30,0.02082191
Bugiri,Eastern,2016-07-31,0.27576753
Bugiri,Eastern,2016-08-31,0.124515064
Bugiri,Eastern,2016-09-30,0.013667213
Bugiri,Eastern,2016-10-31,-0.012909038
Bugiri,Eastern,2016-11-30,0.03855826
Bugiri,Eastern,2016-12-31,-0.05073783
Bugiri,Eastern,2017-01-31,-0.06465887
Bugiri,Eastern,2017-02-28,0.121675536
Bugiri,Eastern,2017-03-31,0.21654765
Bugiri,Eastern,2017-04-30,0.33291033
Bugiri,Eastern,2017-05-31,0.13493817
