District,Region,Date,Dewpoint_Temperature
Kaberamaido,Eastern,1983-02-28,290.96057
Kaberamaido,Eastern,1983-03-31,293.04102
Kaberamaido,Eastern,1983-04-30,293.23102
Kaberamaido,Eastern,1983-05-31,293.2674
Kaberamaido,Eastern,1983-06-30,292.60638
Kaberamaido,Eastern,1983-07-31,291.91742
Kaberamaido,Eastern,1983-08-31,291.8981
Kaberamaido,Eastern,1983-09-30,292.0334
Kaberamaido,Eastern,1983-10-31,292.25006
Kaberamaido,Eastern,1983-11-30,292.11786
Kaberamaido,Eastern,1983-12-31,290.59763
Kaberamaido,Eastern,1984-01-31,289.4983
Kaberamaido,Eastern,1984-02-29,290.047
Kaberamaido,Eastern,1984-03-31,291.85828
Kaberamaido,Eastern,1984-04-30,292.84338
Kaberamaido,Eastern,1984-05-31,292.64944
Kaberamaido,Eastern,1984-06-30,291.74628
Kaberamaido,Eastern,1984-07-31,291.341
Kaberamaido,Eastern,1984-08-31,291.679
Kaberamaido,Eastern,1984-09-30,291.70825
Kaberamaido,Eastern,1984-10-31,291.73688
Kaberamaido,Eastern,1984-11-30,291.77576
Kaberamaido,Eastern,1984-12-31,290.44116
Kaberamaido,Eastern,1985-01-31,290.3032
Kaberamaido,Eastern,1985-02-28,290.1061
Kaberamaido,Eastern,1985-03-31,290.68616
Kaberamaido,Eastern,1985-04-30,292.16534
Kaberamaido,Eastern,1985-05-31,292.291
Kaberamaido,Eastern,1985-06-30,291.6579
Kaberamaido,Eastern,1985-07-31,290.93787
Kaberamaido,Eastern,1985-08-31,291.02063
Kaberamaido,Eastern,1985-09-30,291.7566
Kaberamaido,Eastern,1985-10-31,291.78723
Kaberamaido,Eastern,1985-11-30,291.6635
Kaberamaido,Eastern,1985-12-31,291.40375
Kaberamaido,Eastern,1986-01-31,291.0737
Kaberamaido,Eastern,1986-02-28,291.7668
Kaberamaido,Eastern,1986-03-31,292.15228
Kaberamaido,Eastern,1986-04-30,292.6706
Kaberamaido,Eastern,1986-05-31,292.62836
Kaberamaido,Eastern,1986-06-30,291.70288
Kaberamaido,Eastern,1986-07-31,291.09854
Kaberamaido,Eastern,1986-08-31,291.3557
Kaberamaido,Eastern,1986-09-30,291.69012
Kaberamaido,Eastern,1986-10-31,291.95624
Kaberamaido,Eastern,1986-11-30,291.9953
Kaberamaido,Eastern,1986-12-31,291.20087
Kaberamaido,Eastern,1987-01-31,291.54855
Kaberamaido,Eastern,1987-02-28,292.1093
Kaberamaido,Eastern,1987-03-31,292.86932
Kaberamaido,Eastern,1987-04-30,292.9551
Kaberamaido,Eastern,1987-05-31,292.9264
Kaberamaido,Eastern,1987-06-30,292.1632
Kaberamaido,Eastern,1987-07-31,292.0327
Kaberamaido,Eastern,1987-08-31,292.17474
Kaberamaido,Eastern,1987-09-30,292.42218
Kaberamaido,Eastern,1987-10-31,292.80478
Kaberamaido,Eastern,1987-11-30,292.4865
Kaberamaido,Eastern,1987-12-31,291.1911
Kaberamaido,Eastern,1988-01-31,292.10275
Kaberamaido,Eastern,1988-02-29,291.60468
Kaberamaido,Eastern,1988-03-31,292.7572
Kaberamaido,Eastern,1988-04-30,293.28375
Kaberamaido,Eastern,1988-05-31,292.95474
Kaberamaido,Eastern,1988-06-30,292.08118
Kaberamaido,Eastern,1988-07-31,291.58044
Kaberamaido,Eastern,1988-08-31,291.8276
Kaberamaido,Eastern,1988-09-30,292.33417
Kaberamaido,Eastern,1988-10-31,292.19617
Kaberamaido,Eastern,1988-11-30,291.83228
Kaberamaido,Eastern,1988-12-31,290.28333
Kaberamaido,Eastern,1989-01-31,288.0253
Kaberamaido,Eastern,1989-02-28,290.4388
Kaberamaido,Eastern,1989-03-31,291.81628
Kaberamaido,Eastern,1989-04-30,292.37238
Kaberamaido,Eastern,1989-05-31,292.3678
Kaberamaido,Eastern,1989-06-30,291.73712
Kaberamaido,Eastern,1989-07-31,291.24518
Kaberamaido,Eastern,1989-08-31,291.4662
Kaberamaido,Eastern,1989-09-30,291.95868
Kaberamaido,Eastern,1989-10-31,292.1435
Kaberamaido,Eastern,1989-11-30,292.04395
Kaberamaido,Eastern,1989-12-31,292.11444
Kaberamaido,Eastern,1990-01-31,290.5093
Kaberamaido,Eastern,1990-02-28,292.4591
Kaberamaido,Eastern,1990-03-31,292.6775
Kaberamaido,Eastern,1990-04-30,293.07568
Kaberamaido,Eastern,1990-05-31,292.97406
Kaberamaido,Eastern,1990-06-30,292.06213
Kaberamaido,Eastern,1990-07-31,291.27267
Kaberamaido,Eastern,1990-08-31,291.80786
Kaberamaido,Eastern,1990-09-30,292.29578
Kaberamaido,Eastern,1990-10-31,292.0357
Kaberamaido,Eastern,1990-11-30,292.35876
Kaberamaido,Eastern,1990-12-31,291.67456
Kaberamaido,Eastern,1991-01-31,291.7798
Kaberamaido,Eastern,1991-02-28,292.5298
Kaberamaido,Eastern,1991-03-31,292.2614
Kaberamaido,Eastern,1991-04-30,292.95172
Kaberamaido,Eastern,1991-05-31,292.982
Kaberamaido,Eastern,1991-06-30,292.81894
Kaberamaido,Eastern,1991-07-31,291.51324
Kaberamaido,Eastern,1991-08-31,291.83475
Kaberamaido,Eastern,1991-09-30,291.8605
Kaberamaido,Eastern,1991-10-31,291.8064
Kaberamaido,Eastern,1991-11-30,292.16116
Kaberamaido,Eastern,1991-12-31,290.85974
Kaberamaido,Eastern,1992-01-31,290.74567
Kaberamaido,Eastern,1992-02-29,290.6549
Kaberamaido,Eastern,1992-03-31,291.34018
Kaberamaido,Eastern,1992-04-30,292.9234
Kaberamaido,Eastern,1992-05-31,292.9615
Kaberamaido,Eastern,1992-06-30,292.3136
Kaberamaido,Eastern,1992-07-31,291.47186
Kaberamaido,Eastern,1992-08-31,291.15216
Kaberamaido,Eastern,1992-09-30,291.8476
Kaberamaido,Eastern,1992-10-31,291.84888
Kaberamaido,Eastern,1992-11-30,291.58038
Kaberamaido,Eastern,1992-12-31,291.4399
Kaberamaido,Eastern,1993-01-31,289.56183
Kaberamaido,Eastern,1993-02-28,290.75168
Kaberamaido,Eastern,1993-03-31,291.8927
Kaberamaido,Eastern,1993-04-30,292.8022
Kaberamaido,Eastern,1993-05-31,292.80365
Kaberamaido,Eastern,1993-06-30,292.45874
Kaberamaido,Eastern,1993-07-31,291.35156
Kaberamaido,Eastern,1993-08-31,291.35706
Kaberamaido,Eastern,1993-09-30,291.60052
Kaberamaido,Eastern,1993-10-31,292.17554
Kaberamaido,Eastern,1993-11-30,291.7848
Kaberamaido,Eastern,1993-12-31,291.1436
Kaberamaido,Eastern,1994-01-31,291.36017
Kaberamaido,Eastern,1994-02-28,290.50482
Kaberamaido,Eastern,1994-03-31,292.55682
Kaberamaido,Eastern,1994-04-30,292.85974
Kaberamaido,Eastern,1994-05-31,292.81973
Kaberamaido,Eastern,1994-06-30,292.07944
Kaberamaido,Eastern,1994-07-31,291.76236
Kaberamaido,Eastern,1994-08-31,291.53424
Kaberamaido,Eastern,1994-09-30,291.9689
Kaberamaido,Eastern,1994-10-31,292.30017
Kaberamaido,Eastern,1994-11-30,292.04385
Kaberamaido,Eastern,1994-12-31,291.33792
Kaberamaido,Eastern,1995-01-31,291.2256
Kaberamaido,Eastern,1995-02-28,291.5393
Kaberamaido,Eastern,1995-03-31,292.43802
Kaberamaido,Eastern,1995-04-30,293.237
Kaberamaido,Eastern,1995-05-31,292.9953
Kaberamaido,Eastern,1995-06-30,292.80707
Kaberamaido,Eastern,1995-07-31,291.82275
Kaberamaido,Eastern,1995-08-31,291.82123
Kaberamaido,Eastern,1995-09-30,292.23236
Kaberamaido,Eastern,1995-10-31,292.26062
Kaberamaido,Eastern,1995-11-30,292.20862
Kaberamaido,Eastern,1995-12-31,290.95038
Kaberamaido,Eastern,1996-01-31,291.68307
Kaberamaido,Eastern,1996-02-29,292.56808
Kaberamaido,Eastern,1996-03-31,292.51337
Kaberamaido,Eastern,1996-04-30,292.95282
Kaberamaido,Eastern,1996-05-31,293.0031
Kaberamaido,Eastern,1996-06-30,292.04968
Kaberamaido,Eastern,1996-07-31,291.56314
Kaberamaido,Eastern,1996-08-31,291.44687
Kaberamaido,Eastern,1996-09-30,292.03284
Kaberamaido,Eastern,1996-10-31,292.00964
Kaberamaido,Eastern,1996-11-30,291.9808
Kaberamaido,Eastern,1996-12-31,290.89783
Kaberamaido,Eastern,1997-01-31,290.33865
Kaberamaido,Eastern,1997-02-28,289.3572
Kaberamaido,Eastern,1997-03-31,290.54498
Kaberamaido,Eastern,1997-04-30,292.58603
Kaberamaido,Eastern,1997-05-31,292.51355
Kaberamaido,Eastern,1997-06-30,292.29852
Kaberamaido,Eastern,1997-07-31,291.63434
Kaberamaido,Eastern,1997-08-31,291.6673
Kaberamaido,Eastern,1997-09-30,290.74884
Kaberamaido,Eastern,1997-10-31,292.30756
Kaberamaido,Eastern,1997-11-30,292.3959
Kaberamaido,Eastern,1997-12-31,292.25354
Kaberamaido,Eastern,1998-01-31,291.6187
Kaberamaido,Eastern,1998-02-28,292.1994
Kaberamaido,Eastern,1998-03-31,292.9757
Kaberamaido,Eastern,1998-04-30,293.91504
Kaberamaido,Eastern,1998-05-31,293.54132
Kaberamaido,Eastern,1998-06-30,292.3761
Kaberamaido,Eastern,1998-07-31,291.51666
Kaberamaido,Eastern,1998-08-31,291.55142
Kaberamaido,Eastern,1998-09-30,292.1822
Kaberamaido,Eastern,1998-10-31,292.58655
Kaberamaido,Eastern,1998-11-30,291.24863
Kaberamaido,Eastern,1998-12-31,288.93793
Kaberamaido,Eastern,1999-01-31,290.85843
Kaberamaido,Eastern,1999-02-28,286.37286
Kaberamaido,Eastern,1999-03-31,292.08276
Kaberamaido,Eastern,1999-04-30,292.6586
Kaberamaido,Eastern,1999-05-31,292.56433
Kaberamaido,Eastern,1999-06-30,292.09787
Kaberamaido,Eastern,1999-07-31,291.18237
Kaberamaido,Eastern,1999-08-31,291.58887
Kaberamaido,Eastern,1999-09-30,291.99814
Kaberamaido,Eastern,1999-10-31,291.92203
Kaberamaido,Eastern,1999-11-30,291.30768
Kaberamaido,Eastern,1999-12-31,291.25732
Kaberamaido,Eastern,2000-01-31,289.40186
Kaberamaido,Eastern,2000-02-29,290.19788
Kaberamaido,Eastern,2000-03-31,291.86447
Kaberamaido,Eastern,2000-04-30,292.6977
Kaberamaido,Eastern,2000-05-31,292.8814
Kaberamaido,Eastern,2000-06-30,292.05505
Kaberamaido,Eastern,2000-07-31,291.30798
Kaberamaido,Eastern,2000-08-31,291.35443
Kaberamaido,Eastern,2000-09-30,291.5666
Kaberamaido,Eastern,2000-10-31,291.89288
Kaberamaido,Eastern,2000-11-30,291.8078
Kaberamaido,Eastern,2000-12-31,292.13068
Kaberamaido,Eastern,2001-01-31,290.15488
Kaberamaido,Eastern,2001-02-28,291.3609
Kaberamaido,Eastern,2001-03-31,291.52563
Kaberamaido,Eastern,2001-04-30,292.90662
Kaberamaido,Eastern,2001-05-31,293.02048
Kaberamaido,Eastern,2001-06-30,291.92087
Kaberamaido,Eastern,2001-07-31,291.54813
Kaberamaido,Eastern,2001-08-31,291.87726
Kaberamaido,Eastern,2001-09-30,291.9846
Kaberamaido,Eastern,2001-10-31,292.35965
Kaberamaido,Eastern,2001-11-30,292.0111
Kaberamaido,Eastern,2001-12-31,291.5385
Kaberamaido,Eastern,2002-01-31,291.01944
Kaberamaido,Eastern,2002-02-28,289.90845
Kaberamaido,Eastern,2002-03-31,292.6933
Kaberamaido,Eastern,2002-04-30,293.0512
Kaberamaido,Eastern,2002-05-31,292.876
Kaberamaido,Eastern,2002-06-30,291.75696
Kaberamaido,Eastern,2002-07-31,291.43835
Kaberamaido,Eastern,2002-08-31,291.51898
Kaberamaido,Eastern,2002-09-30,291.71735
Kaberamaido,Eastern,2002-10-31,292.2105
Kaberamaido,Eastern,2002-11-30,292.3861
Kaberamaido,Eastern,2002-12-31,291.70215
Kaberamaido,Eastern,2003-01-31,291.40918
Kaberamaido,Eastern,2003-02-28,290.1554
Kaberamaido,Eastern,2003-03-31,291.30835
Kaberamaido,Eastern,2003-04-30,292.583
Kaberamaido,Eastern,2003-05-31,293.04688
Kaberamaido,Eastern,2003-06-30,292.1209
Kaberamaido,Eastern,2003-07-31,291.52734
Kaberamaido,Eastern,2003-08-31,291.58685
Kaberamaido,Eastern,2003-09-30,292.1496
Kaberamaido,Eastern,2003-10-31,292.62323
Kaberamaido,Eastern,2003-11-30,292.37448
Kaberamaido,Eastern,2003-12-31,290.11484
Kaberamaido,Eastern,2004-01-31,291.13272
Kaberamaido,Eastern,2004-02-29,289.4759
Kaberamaido,Eastern,2004-03-31,292.54575
Kaberamaido,Eastern,2004-04-30,292.91806
Kaberamaido,Eastern,2004-05-31,292.74176
Kaberamaido,Eastern,2004-06-30,291.66718
Kaberamaido,Eastern,2004-07-31,290.90356
Kaberamaido,Eastern,2004-08-31,291.67987
Kaberamaido,Eastern,2004-09-30,291.78186
Kaberamaido,Eastern,2004-10-31,292.15558
Kaberamaido,Eastern,2004-11-30,291.9184
Kaberamaido,Eastern,2004-12-31,291.69278
Kaberamaido,Eastern,2005-01-31,290.36914
Kaberamaido,Eastern,2005-02-28,289.14447
Kaberamaido,Eastern,2005-03-31,292.7428
Kaberamaido,Eastern,2005-04-30,293.28848
Kaberamaido,Eastern,2005-05-31,292.84085
Kaberamaido,Eastern,2005-06-30,292.33197
Kaberamaido,Eastern,2005-07-31,291.5213
Kaberamaido,Eastern,2005-08-31,291.8289
Kaberamaido,Eastern,2005-09-30,291.8296
Kaberamaido,Eastern,2005-10-31,292.04755
Kaberamaido,Eastern,2005-11-30,290.876
Kaberamaido,Eastern,2005-12-31,288.36786
Kaberamaido,Eastern,2006-01-31,288.68234
Kaberamaido,Eastern,2006-02-28,290.0739
Kaberamaido,Eastern,2006-03-31,292.386
Kaberamaido,Eastern,2006-04-30,292.82513
Kaberamaido,Eastern,2006-05-31,292.78442
Kaberamaido,Eastern,2006-06-30,292.14844
Kaberamaido,Eastern,2006-07-31,291.8224
Kaberamaido,Eastern,2006-08-31,291.4899
Kaberamaido,Eastern,2006-09-30,291.8274
Kaberamaido,Eastern,2006-10-31,292.0926
Kaberamaido,Eastern,2006-11-30,292.1978
Kaberamaido,Eastern,2006-12-31,291.34015
Kaberamaido,Eastern,2007-01-31,291.2268
Kaberamaido,Eastern,2007-02-28,291.5559
Kaberamaido,Eastern,2007-03-31,291.82513
Kaberamaido,Eastern,2007-04-30,292.3296
Kaberamaido,Eastern,2007-05-31,293.0761
Kaberamaido,Eastern,2007-06-30,291.68402
Kaberamaido,Eastern,2007-07-31,291.7138
Kaberamaido,Eastern,2007-08-31,291.8097
Kaberamaido,Eastern,2007-09-30,292.04565
Kaberamaido,Eastern,2007-10-31,291.84485
Kaberamaido,Eastern,2007-11-30,291.68805
Kaberamaido,Eastern,2007-12-31,290.27798
Kaberamaido,Eastern,2008-01-31,290.45084
Kaberamaido,Eastern,2008-02-29,290.99457
Kaberamaido,Eastern,2008-03-31,291.80655
Kaberamaido,Eastern,2008-04-30,292.3802
Kaberamaido,Eastern,2008-05-31,292.63458
Kaberamaido,Eastern,2008-06-30,291.66116
Kaberamaido,Eastern,2008-07-31,291.25366
Kaberamaido,Eastern,2008-08-31,291.69647
Kaberamaido,Eastern,2008-09-30,292.287
Kaberamaido,Eastern,2008-10-31,292.1145
Kaberamaido,Eastern,2008-11-30,291.0102
Kaberamaido,Eastern,2008-12-31,289.89096
Kaberamaido,Eastern,2009-01-31,289.22098
Kaberamaido,Eastern,2009-02-28,290.77338
Kaberamaido,Eastern,2009-03-31,291.3141
Kaberamaido,Eastern,2009-04-30,292.95636
Kaberamaido,Eastern,2009-05-31,292.7903
Kaberamaido,Eastern,2009-06-30,292.4262
Kaberamaido,Eastern,2009-07-31,291.20837
Kaberamaido,Eastern,2009-08-31,291.7055
Kaberamaido,Eastern,2009-09-30,292.36118
Kaberamaido,Eastern,2009-10-31,292.3316
Kaberamaido,Eastern,2009-11-30,292.4406
Kaberamaido,Eastern,2009-12-31,291.97366
Kaberamaido,Eastern,2010-01-31,291.5111
Kaberamaido,Eastern,2010-02-28,292.40536
Kaberamaido,Eastern,2010-03-31,292.1958
Kaberamaido,Eastern,2010-04-30,293.5797
Kaberamaido,Eastern,2010-05-31,293.29425
Kaberamaido,Eastern,2010-06-30,292.77136
Kaberamaido,Eastern,2010-07-31,291.64337
Kaberamaido,Eastern,2010-08-31,291.80917
Kaberamaido,Eastern,2010-09-30,292.13132
Kaberamaido,Eastern,2010-10-31,292.4946
Kaberamaido,Eastern,2010-11-30,292.1057
Kaberamaido,Eastern,2010-12-31,291.14703
Kaberamaido,Eastern,2011-01-31,289.9416
Kaberamaido,Eastern,2011-02-28,289.638
Kaberamaido,Eastern,2011-03-31,291.72314
Kaberamaido,Eastern,2011-04-30,293.00006
Kaberamaido,Eastern,2011-05-31,293.11316
Kaberamaido,Eastern,2011-06-30,292.41827
Kaberamaido,Eastern,2011-07-31,291.75797
Kaberamaido,Eastern,2011-08-31,291.82822
Kaberamaido,Eastern,2011-09-30,292.2564
Kaberamaido,Eastern,2011-10-31,292.18362
Kaberamaido,Eastern,2011-11-30,291.90192
Kaberamaido,Eastern,2011-12-31,290.745
Kaberamaido,Eastern,2012-01-31,287.125
Kaberamaido,Eastern,2012-02-29,287.5295
Kaberamaido,Eastern,2012-03-31,290.54645
Kaberamaido,Eastern,2012-04-30,292.43057
Kaberamaido,Eastern,2012-05-31,292.7527
Kaberamaido,Eastern,2012-06-30,292.37888
Kaberamaido,Eastern,2012-07-31,291.6654
Kaberamaido,Eastern,2012-08-31,291.86847
Kaberamaido,Eastern,2012-09-30,292.1503
Kaberamaido,Eastern,2012-10-31,291.8465
Kaberamaido,Eastern,2012-11-30,291.96594
Kaberamaido,Eastern,2012-12-31,291.34186
Kaberamaido,Eastern,2013-01-31,290.42847
Kaberamaido,Eastern,2013-02-28,289.7627
Kaberamaido,Eastern,2013-03-31,292.3499
Kaberamaido,Eastern,2013-04-30,292.98206
Kaberamaido,Eastern,2013-05-31,292.75278
Kaberamaido,Eastern,2013-06-30,291.84082
Kaberamaido,Eastern,2013-07-31,291.00476
Kaberamaido,Eastern,2013-08-31,291.53406
Kaberamaido,Eastern,2013-09-30,292.07416
Kaberamaido,Eastern,2013-10-31,292.02734
Kaberamaido,Eastern,2013-11-30,291.6297
Kaberamaido,Eastern,2013-12-31,290.1568
Kaberamaido,Eastern,2014-01-31,290.31778
Kaberamaido,Eastern,2014-02-28,288.8335
Kaberamaido,Eastern,2014-03-31,290.66742
Kaberamaido,Eastern,2014-04-30,292.88318
Kaberamaido,Eastern,2014-05-31,292.78024
Kaberamaido,Eastern,2014-06-30,292.4654
Kaberamaido,Eastern,2014-07-31,291.6822
Kaberamaido,Eastern,2014-08-31,291.70728
Kaberamaido,Eastern,2014-09-30,291.7555
Kaberamaido,Eastern,2014-10-31,292.1374
Kaberamaido,Eastern,2014-11-30,291.6984
Kaberamaido,Eastern,2014-12-31,290.30566
Kaberamaido,Eastern,2015-01-31,286.29028
Kaberamaido,Eastern,2015-02-28,289.1478
Kaberamaido,Eastern,2015-03-31,289.1126
Kaberamaido,Eastern,2015-04-30,292.60638
Kaberamaido,Eastern,2015-05-31,293.0324
Kaberamaido,Eastern,2015-06-30,292.47836
Kaberamaido,Eastern,2015-07-31,291.67905
Kaberamaido,Eastern,2015-08-31,291.677
Kaberamaido,Eastern,2015-09-30,292.28796
Kaberamaido,Eastern,2015-10-31,292.81378
Kaberamaido,Eastern,2015-11-30,292.53156
Kaberamaido,Eastern,2015-12-31,291.80408
Kaberamaido,Eastern,2016-01-31,291.25085
Kaberamaido,Eastern,2016-02-29,291.0108
Kaberamaido,Eastern,2016-03-31,292.1785
Kaberamaido,Eastern,2016-04-30,293.43973
Kaberamaido,Eastern,2016-05-31,292.89496
Kaberamaido,Eastern,2016-06-30,291.9074
Kaberamaido,Eastern,2016-07-31,291.52524
Kaberamaido,Eastern,2016-08-31,291.28137
Kaberamaido,Eastern,2016-09-30,291.43298
Kaberamaido,Eastern,2016-10-31,291.12317
Kaberamaido,Eastern,2016-11-30,291.5224
Kaberamaido,Eastern,2016-12-31,288.6626
Kaberamaido,Eastern,2017-01-31,285.99258
Kaberamaido,Eastern,2017-02-28,290.01996
Kaberamaido,Eastern,2017-03-31,292.47284
Kaberamaido,Eastern,2017-04-30,292.7672
Kaberamaido,Eastern,2017-05-31,292.91455
Kaberamaido,Eastern,2017-06-30,292.39304
Kaberamaido,Eastern,2017-07-31,291.83258
Kaberamaido,Eastern,2017-08-31,291.83505
Kaberamaido,Eastern,2017-09-30,292.1438
Kaberamaido,Eastern,2017-10-31,291.862
Kaberamaido,Eastern,2017-11-30,291.10364
Kaberamaido,Eastern,2017-12-31,289.0793
Kaberamaido,Eastern,2018-01-31,288.8213
Kaberamaido,Eastern,2018-02-28,288.185
Kaberamaido,Eastern,2018-03-31,292.1397
Kaberamaido,Eastern,2018-04-30,292.36642
Kaberamaido,Eastern,2018-05-31,292.622
Kaberamaido,Eastern,2018-06-30,291.75748
Kaberamaido,Eastern,2018-07-31,290.75122
Kaberamaido,Eastern,2018-08-31,291.54517
Kaberamaido,Eastern,2018-09-30,291.75403
Kaberamaido,Eastern,2018-10-31,292.1179
Kaberamaido,Eastern,2018-11-30,291.61926
Kaberamaido,Eastern,2018-12-31,291.44287
Kaberamaido,Eastern,2019-01-31,289.94446
Kaberamaido,Eastern,2019-02-28,289.46674
Kaberamaido,Eastern,2019-03-31,291.15613
Kaberamaido,Eastern,2019-04-30,292.93558
Kaberamaido,Eastern,2019-05-31,293.25858
Kaberamaido,Eastern,2019-06-30,292.4159
Kaberamaido,Eastern,2019-07-31,292.01413
Kaberamaido,Eastern,2019-08-31,291.79858
Kaberamaido,Eastern,2019-09-30,292.37305
Kaberamaido,Eastern,2019-10-31,292.3258
Kaberamaido,Eastern,2019-11-30,291.92456
Kaberamaido,Eastern,2019-12-31,291.84872
Kaberamaido,Eastern,2020-01-31,290.29852
Kaberamaido,Eastern,2020-02-29,291.52505
Kaberamaido,Eastern,2020-03-31,293.14337
Kaberamaido,Eastern,2020-04-30,292.94928
Kaberamaido,Eastern,2020-05-31,293.01288
Kaberamaido,Eastern,2020-06-30,292.13635
Kaberamaido,Eastern,2020-07-31,291.3796
Kaberamaido,Eastern,2020-08-31,292.02615
Kaberamaido,Eastern,2020-09-30,292.03638
Kaberamaido,Eastern,2020-10-31,292.32373
Kaberamaido,Eastern,2020-11-30,291.9035
Kaberamaido,Eastern,2020-12-31,291.27277
Kaberamaido,Eastern,2021-01-31,291.1712
Kaberamaido,Eastern,2021-02-28,290.17175
Kaberamaido,Eastern,2021-03-31,291.4875
Kaberamaido,Eastern,2021-04-30,292.71472
Kaberamaido,Eastern,2021-05-31,292.51318
Kaberamaido,Eastern,2021-06-30,291.75647
Kaberamaido,Eastern,2021-07-31,290.8546
Kaberamaido,Eastern,2021-08-31,291.42487
Kaberamaido,Eastern,2021-09-30,292.1745
Kaberamaido,Eastern,2021-10-31,292.43536
Kaberamaido,Eastern,2021-11-30,291.77594
Kaberamaido,Eastern,2021-12-31,290.7829
Kaberamaido,Eastern,2022-01-31,288.88754
Kaberamaido,Eastern,2022-02-28,291.21954
Kaberamaido,Eastern,2022-03-31,291.74713
Kaberamaido,Eastern,2022-04-30,292.6007
Kaberamaido,Eastern,2022-05-31,292.91174
Kaberamaido,Eastern,2022-06-30,291.70245
Kaberamaido,Eastern,2022-07-31,290.7659
Kaberamaido,Eastern,2022-08-31,291.3565
Kaberamaido,Eastern,2022-09-30,291.96432
Kaberamaido,Eastern,2022-10-31,291.5893
Kaberamaido,Eastern,2022-11-30,292.23383
Kaberamaido,Eastern,2022-12-31,291.5821
Kaberamaido,Eastern,2023-01-31,289.39005
Kaberamaido,Eastern,2023-02-28,289.0137
Kaberamaido,Eastern,2023-03-31,291.82074
Kaberamaido,Eastern,2023-04-30,292.73132
Kaberamaido,Eastern,2023-05-31,293.15228
Kaberamaido,Eastern,2023-06-30,292.53748
Kaberamaido,Eastern,2023-07-31,291.6041
Kaberamaido,Eastern,2023-08-31,291.7179
Kaberamaido,Eastern,2023-09-30,292.55112
Kaberamaido,Eastern,2023-10-31,292.74567
Kaberamaido,Eastern,2023-11-30,292.57767
Kaberamaido,Eastern,2023-12-31,292.4602
Kaberamaido,Eastern,2024-01-31,291.7
Kaberamaido,Eastern,2024-02-29,291.731
Kaberamaido,Eastern,2024-03-31,292.45508
Kaberamaido,Eastern,2024-04-30,293.45367
Kaberamaido,Eastern,2024-05-31,293.28668
Kaberamaido,Eastern,2024-06-30,292.04675
Kaberamaido,Eastern,2024-07-31,292.15125
Kaberamaido,Eastern,2024-08-31,291.93243
Kaberamaido,Eastern,2024-09-30,292.16656
Kaberamaido,Eastern,2024-10-31,292.47983
Kaberamaido,Eastern,2024-11-30,292.1369
Kaberamaido,Eastern,2024-12-31,291.0394
Kaberamaido,Eastern,2025-01-31,289.64246
Kaberamaido,Eastern,2025-02-28,288.3434
Kaberamaido,Eastern,2025-03-31,291.3881
Kaberamaido,Eastern,2025-04-30,292.65338
Kaberamaido,Eastern,2025-05-31,292.76068
Kaberamaido,Eastern,2025-06-30,291.847
Kaberamaido,Eastern,2025-07-31,291.4906
Kaberamaido,Eastern,2025-08-31,291.4828
Kaberamaido,Eastern,2025-09-30,292.0096
Kaberamaido,Eastern,2025-10-31,291.97748
Kaberamaido,Eastern,2025-11-30,292.79565
Kagadi,Western,1981-01-31,289.4285
Kagadi,Western,1981-02-28,287.635
Kagadi,Western,1981-03-31,291.18146
Kagadi,Western,1981-04-30,292.04797
Kagadi,Western,1981-05-31,291.42822
Kagadi,Western,1981-06-30,290.1154
Kagadi,Western,1981-07-31,290.71506
Kagadi,Western,1981-08-31,291.34027
Kagadi,Western,1981-09-30,291.29828
Kagadi,Western,1981-10-31,291.64246
Kagadi,Western,1981-11-30,291.46973
Kagadi,Western,1981-12-31,290.72186
Kagadi,Western,1982-01-31,290.76624
Kagadi,Western,1982-02-28,288.01758
Kagadi,Western,1982-03-31,290.38602
Kagadi,Western,1982-04-30,291.8058
Kagadi,Western,1982-05-31,291.8401
Kagadi,Western,1982-06-30,290.89822
Kagadi,Western,1982-07-31,289.48843
Kagadi,Western,1982-08-31,290.47632
Kagadi,Western,1982-09-30,291.2085
Kagadi,Western,1982-10-31,291.3272
Kagadi,Western,1982-11-30,291.39917
Kagadi,Western,1982-12-31,291.00537
Kagadi,Western,1983-01-31,288.31842
Kagadi,Western,1983-02-28,289.62448
Kagadi,Western,1983-03-31,291.26776
Kagadi,Western,1983-04-30,292.19504
Kagadi,Western,1983-05-31,291.8377
Kagadi,Western,1983-06-30,291.07776
Kagadi,Western,1983-07-31,290.41196
Kagadi,Western,1983-08-31,291.38495
Kagadi,Western,1983-09-30,291.51923
Kagadi,Western,1983-10-31,291.54315
Kagadi,Western,1983-11-30,291.53076
Kagadi,Western,1983-12-31,289.8235
Kagadi,Western,1984-01-31,286.86163
Kagadi,Western,1984-02-29,287.62775
Kagadi,Western,1984-03-31,290.48975
Kagadi,Western,1984-04-30,291.46918
Kagadi,Western,1984-05-31,290.39532
Kagadi,Western,1984-06-30,288.46674
Kagadi,Western,1984-07-31,289.34033
Kagadi,Western,1984-08-31,290.2317
Kagadi,Western,1984-09-30,290.60596
Kagadi,Western,1984-10-31,291.19598
Kagadi,Western,1984-11-30,291.12195
Kagadi,Western,1984-12-31,290.53082
Kagadi,Western,1985-01-31,289.78967
Kagadi,Western,1985-02-28,286.91125
Kagadi,Western,1985-03-31,289.91586
Kagadi,Western,1985-04-30,291.4972
Kagadi,Western,1985-05-31,291.44617
Kagadi,Western,1985-06-30,290.61203
